 0.00000   6.50000  1.0
-0.00000  -6.50000  0.0
 1.25589   6.31381  1.0
-1.25589  -6.31381  0.0
 2.43961   5.88973  1.0
-2.43961  -5.88973  0.0
 3.50704   5.24865  1.0
-3.50704  -5.24865  0.0
 4.41942   4.41942  1.0
-4.41942  -4.41942  0.0
 5.14472   3.43759  1.0
-5.14472  -3.43759  0.0
 5.65876   2.34394  1.0
-5.65876  -2.34394  0.0
 5.94601   1.18274  1.0
-5.94601  -1.18274  0.0
 6.00000   0.00000  1.0
-6.00000  -0.00000  0.0
 5.82341  -1.15835  1.0
-5.82341   1.15835  0.0
 5.42779  -2.24827  1.0
-5.42779   2.24827  0.0
 4.83292  -3.22925  1.0
-4.83292   3.22925  0.0
 4.06586  -4.06586  1.0
-4.06586   4.06586  0.0
 3.15981  -4.72898  1.0
-3.15981   4.72898  0.0
 2.15259  -5.19682  1.0
-2.15259   5.19682  0.0
 1.08519  -5.45562  1.0
-1.08519   5.45562  0.0
 0.00000  -5.50000  1.0
-0.00000   5.50000  0.0
-1.06080  -5.33302  1.0
 1.06080   5.33302  0.0
-2.05692  -4.96585  1.0
 2.05692   4.96585  0.0
-2.95147  -4.41718  1.0
 2.95147   4.41718  0.0
-3.71231  -3.71231  1.0
 3.71231   3.71231  0.0
-4.31325  -2.88202  1.0
 4.31325   2.88202  0.0
-4.73488  -1.96125  1.0
 4.73488   1.96125  0.0
-4.96523  -0.98764  1.0
 4.96523   0.98764  0.0
-5.00000  -0.00000  1.0
 5.00000   0.00000  0.0
-4.84263   0.96326  1.0
 4.84263  -0.96326  0.0
-4.50391   1.86558  1.0
 4.50391  -1.86558  0.0
-4.00145   2.67368  1.0
 4.00145  -2.67368  0.0
-3.35876   3.35876  1.0
 3.35876  -3.35876  0.0
-2.60424   3.89751  1.0
 2.60424  -3.89751  0.0
-1.76991   4.27294  1.0
 1.76991  -4.27294  0.0
-0.89010   4.47483  1.0
 0.89010  -4.47483  0.0
-0.00000   4.50000  1.0
 0.00000  -4.50000  0.0
 0.86571   4.35223  1.0
-0.86571  -4.35223  0.0
 1.67424   4.04197  1.0
-1.67424  -4.04197  0.0
 2.39590   3.58571  1.0
-2.39590  -3.58571  0.0
 3.00520   3.00520  1.0
-3.00520  -3.00520  0.0
 3.48178   2.32645  1.0
-3.48178  -2.32645  0.0
 3.81100   1.57857  1.0
-3.81100  -1.57857  0.0
 3.98444   0.79255  1.0
-3.98444  -0.79255  0.0
 4.00000   0.00000  1.0
-4.00000  -0.00000  0.0
 3.86184  -0.76817  1.0
-3.86184   0.76817  0.0
 3.58003  -1.48290  1.0
-3.58003   1.48290  0.0
 3.16998  -2.11811  1.0
-3.16998   2.11811  0.0
 2.65165  -2.65165  1.0
-2.65165   2.65165  0.0
 2.04867  -3.06604  1.0
-2.04867   3.06604  0.0
 1.38723  -3.34906  1.0
-1.38723   3.34906  0.0
 0.69501  -3.49405  1.0
-0.69501   3.49405  0.0
 0.00000  -3.50000  1.0
-0.00000   3.50000  0.0
-0.67062  -3.37145  1.0
 0.67062   3.37145  0.0
-1.29156  -3.11809  1.0
 1.29156   3.11809  0.0
-1.84033  -2.75424  1.0
 1.84033   2.75424  0.0
-2.29810  -2.29810  1.0
 2.29810   2.29810  0.0
-2.65031  -1.77088  1.0
 2.65031   1.77088  0.0
-2.88712  -1.19589  1.0
 2.88712   1.19589  0.0
-3.00365  -0.59746  1.0
 3.00365   0.59746  0.0
-3.00000  -0.00000  1.0
